userid,register_time,country
41612,2017-01-30,PH
41615,2017-05-11,TH
41616,2017-05-17,SG
41618,2017-02-08,ID
41625,2017-05-30,VN
41630,2017-01-17,MY
41633,2017-01-29,VN
41638,2017-05-19,MY
41639,2017-03-07,VN
41645,2017-01-31,TH
41648,2017-04-22,ID
41654,2017-03-28,ID
41660,2017-01-15,TH
41666,2017-04-30,PH
41667,2017-01-08,ID
41669,2017-05-26,VN
41672,2017-02-23,PH
41678,2017-05-29,MY
41685,2017-01-12,SG
41694,2017-03-24,PH
41704,2017-01-20,VN
41708,2017-03-09,TW
41711,2017-05-30,ID
41716,2017-01-18,TW
41718,2017-01-03,ID
41721,2017-05-23,MY
41725,2017-01-04,SG
41726,2017-04-19,TW
41736,2017-03-12,TW
41741,2017-04-13,SG
41745,2017-01-31,TH
41750,2017-04-13,MY
41752,2017-04-14,TW
41755,2017-05-22,VN
41756,2017-03-11,SG
41760,2017-01-23,MY
41763,2017-01-25,SG
41768,2017-02-03,ID
41772,2017-05-23,PH
41774,2017-03-05,VN
41783,2017-05-14,SG
41790,2017-01-18,VN
41796,2017-04-15,TW
41801,2017-02-06,ID
41805,2017-05-08,PH
41813,2017-04-08,SG
41820,2017-01-24,SG
41825,2017-02-23,PH
41832,2017-01-31,ID
41839,2017-02-01,SG
41843,2017-04-21,ID
41846,2017-05-31,PH
41847,2017-04-13,PH
41848,2017-01-17,TH
41850,2017-03-25,PH
41853,2017-05-23,SG
41857,2017-01-10,ID
41862,2017-04-19,SG
41870,2017-03-29,ID
41878,2017-01-28,ID
41887,2017-03-09,TW
41893,2017-05-10,ID
41902,2017-04-01,MY
41904,2017-05-03,VN
41910,2017-03-06,TH
41913,2017-03-20,ID
41919,2017-05-12,TW
41921,2017-01-22,TH
41922,2017-02-01,TW
41931,2017-02-05,SG
41939,2017-01-13,TW
41948,2017-04-24,ID
41955,2017-05-06,ID
41959,2017-03-12,PH
41960,2017-05-30,MY
41968,2017-04-09,PH
41971,2017-03-16,VN
41978,2017-03-26,TW
41981,2017-03-03,PH
41984,2017-01-18,TH
41989,2017-02-18,PH
41995,2017-02-07,SG
41997,2017-03-04,PH
42002,2017-04-11,PH
42007,2017-02-01,MY
42015,2017-04-03,TH
42021,2017-05-03,PH
42027,2017-04-20,ID
42037,2017-02-27,ID
42046,2017-01-22,MY
42051,2017-05-12,TH
42061,2017-02-16,SG
42070,2017-01-18,MY
42073,2017-04-02,MY
42079,2017-01-20,SG
42087,2017-04-07,TW
42092,2017-04-04,PH
42099,2017-04-07,ID
42105,2017-05-21,ID
42113,2017-05-16,ID
42120,2017-02-03,PH
42126,2017-03-28,TH
42136,2017-01-15,VN
42143,2017-03-15,PH
42149,2017-05-24,ID
42153,2017-04-05,PH
42154,2017-01-31,TH
42156,2017-05-15,TW
42157,2017-03-30,MY
42160,2017-01-12,ID
42161,2017-02-11,TW
42163,2017-04-11,TW
42166,2017-02-13,MY
42176,2017-03-21,TW
42185,2017-04-07,PH
42194,2017-03-04,VN
42198,2017-05-06,TH
42203,2017-01-31,MY
42208,2017-02-27,TH
42213,2017-04-05,TW
42221,2017-03-20,TW
42229,2017-03-29,MY
42230,2017-05-05,TW
42238,2017-01-02,TH
42242,2017-05-26,SG
42250,2017-03-09,MY
42258,2017-03-20,SG
42263,2017-02-28,SG
42264,2017-03-26,TW
42272,2017-02-01,ID
42278,2017-05-05,SG
42287,2017-02-04,ID
42297,2017-01-09,VN
42307,2017-02-15,TW
42311,2017-01-29,VN
42312,2017-05-16,ID
42316,2017-02-21,SG
42317,2017-03-14,TH
42320,2017-02-16,PH
42325,2017-05-16,SG
42335,2017-04-16,ID
42344,2017-04-09,TH
42349,2017-05-19,VN
42359,2017-03-05,MY
42362,2017-03-10,TH
42365,2017-02-20,VN
42372,2017-02-23,VN
42380,2017-02-01,SG
42388,2017-01-19,ID
42396,2017-01-21,VN
42397,2017-04-20,SG
42406,2017-01-12,TH
42416,2017-05-04,TW
42421,2017-05-02,SG
42423,2017-01-12,ID
42424,2017-05-06,VN
42434,2017-01-02,MY
42435,2017-05-13,SG
42436,2017-02-24,MY
42439,2017-04-05,TW
42446,2017-01-27,TW
42455,2017-02-19,VN
42461,2017-03-01,SG
42467,2017-02-06,VN
42471,2017-03-30,MY
42473,2017-01-25,TW
42474,2017-01-24,TH
42481,2017-03-02,VN
42485,2017-01-22,TH
42486,2017-04-08,VN
42488,2017-01-06,PH
42492,2017-05-20,PH
42495,2017-01-04,SG
42501,2017-05-06,PH
42503,2017-04-28,TW
42507,2017-04-20,PH
42513,2017-03-25,VN
42522,2017-02-11,SG
42529,2017-05-14,SG
42537,2017-05-03,SG
42541,2017-04-06,TH
42550,2017-04-22,VN
42560,2017-04-06,TH
42561,2017-01-14,ID
42565,2017-02-08,TH
42574,2017-01-02,ID
42584,2017-01-12,TH
42592,2017-01-26,VN
42598,2017-05-06,TH
42605,2017-06-01,TH
42615,2017-01-16,ID
42625,2017-02-28,MY
42632,2017-05-07,TW
42642,2017-05-02,ID
42652,2017-02-09,TH
42653,2017-02-19,ID
42658,2017-02-03,TW
42662,2017-06-01,MY
42669,2017-04-06,SG
42674,2017-03-18,TH
42682,2017-03-12,PH
42690,2017-03-22,VN
42699,2017-03-24,SG
42700,2017-02-26,VN
42701,2017-05-17,TH
42708,2017-03-20,MY
42709,2017-02-10,MY
42719,2017-05-18,TW
42727,2017-02-18,TH
42733,2017-05-16,VN
42738,2017-03-06,TW
42743,2017-04-11,PH
42747,2017-03-28,TW
42754,2017-03-07,TW
42756,2017-01-21,PH
42762,2017-02-14,VN
42768,2017-01-28,TH
42777,2017-05-16,MY
42783,2017-04-22,VN
42790,2017-04-17,PH
42799,2017-02-13,TW
42802,2017-05-15,ID
42811,2017-01-03,VN
42812,2017-04-23,SG
42819,2017-03-15,TW
42823,2017-03-22,SG
42824,2017-04-15,MY
42828,2017-03-04,MY
42837,2017-05-03,ID
42840,2017-04-19,PH
42850,2017-05-31,ID
42852,2017-03-01,VN
42857,2017-03-01,PH
42866,2017-03-10,PH
42869,2017-05-04,MY
42872,2017-03-01,MY
42881,2017-05-07,MY
42890,2017-03-06,ID
42899,2017-02-05,ID
42908,2017-01-12,ID
42913,2017-05-26,TW
42914,2017-04-15,TW
42919,2017-03-16,TH
42920,2017-01-10,VN
42921,2017-01-21,TH
42929,2017-01-03,TW
42939,2017-01-15,SG
42940,2017-01-02,MY
42946,2017-02-27,TH
42955,2017-02-16,TW
42963,2017-01-29,TH
42967,2017-01-25,PH
42972,2017-02-15,PH
42976,2017-04-06,VN
42983,2017-02-21,MY
42989,2017-02-17,MY
42999,2017-04-11,VN
43006,2017-03-05,TW
43014,2017-04-17,MY
43024,2017-02-17,MY
43032,2017-05-14,PH
43033,2017-04-09,PH
43034,2017-01-30,VN
43035,2017-03-06,VN
43044,2017-03-31,ID
43048,2017-03-10,TW
43049,2017-05-20,SG
43056,2017-01-23,MY
43058,2017-01-16,ID
43065,2017-02-28,ID
43072,2017-05-04,SG
43079,2017-03-09,ID
43081,2017-02-07,MY
43091,2017-02-09,TW
43092,2017-02-27,SG
43099,2017-04-30,TH
43109,2017-04-19,TH
43118,2017-02-25,TW
43126,2017-03-28,TW
43136,2017-01-17,PH
43138,2017-05-28,ID
43143,2017-04-06,VN
43150,2017-02-16,VN
43155,2017-02-16,PH
43158,2017-05-18,ID
43164,2017-01-18,PH
43172,2017-05-05,ID
43177,2017-03-18,ID
43186,2017-02-20,PH
43190,2017-02-02,SG
43197,2017-02-05,SG
43201,2017-05-11,TH
43205,2017-03-21,PH
43214,2017-04-19,ID
43218,2017-03-25,PH
43221,2017-05-22,ID
43230,2017-02-05,TW
43236,2017-02-28,VN
43246,2017-02-22,MY
43253,2017-02-13,TH
43255,2017-03-19,TH
43264,2017-02-03,VN
43267,2017-02-23,TH
43276,2017-04-15,ID
43285,2017-04-26,MY
43295,2017-04-11,TH
43296,2017-04-08,TW
43304,2017-04-06,VN
43312,2017-04-27,PH
43319,2017-04-21,PH
43320,2017-01-09,ID
43323,2017-05-09,TW
43333,2017-01-09,TW
43342,2017-03-03,TW
43345,2017-02-02,SG
43347,2017-01-04,MY
43350,2017-02-26,VN
43352,2017-05-11,TH
43355,2017-01-29,ID
43358,2017-03-31,PH
43363,2017-03-06,TW
43373,2017-05-06,TW
43374,2017-04-12,SG
43383,2017-05-29,TH
43384,2017-03-15,PH
43388,2017-04-14,TH
43395,2017-05-27,MY
43398,2017-02-18,TH
43404,2017-02-08,TH
43410,2017-04-24,TH
43417,2017-04-08,PH
43418,2017-03-25,TH
43428,2017-03-14,ID
43435,2017-01-22,TW
43439,2017-02-15,ID
43441,2017-05-06,PH
43449,2017-05-06,MY
43451,2017-01-07,SG
43459,2017-05-15,VN
43461,2017-01-09,VN
43468,2017-01-23,TH
43469,2017-01-08,MY
43474,2017-02-06,SG
43477,2017-05-20,ID
43483,2017-03-24,ID
43488,2017-05-31,PH
43492,2017-03-25,SG
43499,2017-05-27,SG
43504,2017-04-24,VN
43512,2017-04-02,MY
43514,2017-05-28,MY
43520,2017-05-26,TH
43525,2017-02-06,TH
43532,2017-05-26,MY
43541,2017-03-15,TH
43545,2017-02-11,ID
43554,2017-01-11,VN
43561,2017-03-20,MY
43571,2017-04-07,ID
43573,2017-05-22,TW
43576,2017-01-29,TH
43585,2017-05-30,VN
43593,2017-04-13,MY
43603,2017-02-16,VN
43608,2017-04-28,MY
43612,2017-03-23,TH
43620,2017-05-04,PH
43629,2017-01-27,PH
43638,2017-05-14,VN
43641,2017-03-08,PH
43646,2017-04-20,SG
43648,2017-04-12,TH
43654,2017-04-30,TW
43662,2017-01-02,VN
43665,2017-04-30,VN
43669,2017-03-23,SG
43678,2017-04-26,PH
43682,2017-05-02,TW
43688,2017-02-03,MY
43691,2017-01-02,TH
43700,2017-04-14,SG
43710,2017-04-15,MY
43717,2017-03-13,ID
43723,2017-03-21,ID
43727,2017-03-08,SG
43734,2017-03-23,SG
43735,2017-02-27,TH
43736,2017-01-25,TW
43739,2017-01-28,ID
43744,2017-02-19,VN
43753,2017-05-23,TH
43762,2017-03-08,VN
43770,2017-04-12,VN
43776,2017-06-01,VN
43780,2017-01-19,SG
43783,2017-04-21,ID
43784,2017-02-03,TW
43787,2017-02-19,PH
43796,2017-04-14,PH
43803,2017-05-02,SG
43808,2017-02-20,TH
43809,2017-02-07,TH
43818,2017-03-03,SG
43822,2017-04-10,SG
43824,2017-03-13,ID
43825,2017-04-14,MY
43826,2017-04-26,TH
43836,2017-02-09,SG
43842,2017-04-11,SG
43844,2017-05-07,MY
43847,2017-03-01,TH
43848,2017-02-04,VN
43854,2017-03-04,VN
43861,2017-04-07,TH
43869,2017-03-21,PH
43871,2017-04-21,SG
43877,2017-04-03,PH
43883,2017-05-08,TW
43886,2017-05-05,TW
43896,2017-04-07,PH
43900,2017-04-15,PH
43906,2017-03-13,SG
43911,2017-04-22,SG
43919,2017-05-10,ID
43925,2017-05-03,SG
43929,2017-04-11,ID
43932,2017-02-26,PH
43939,2017-04-27,TW
43943,2017-01-15,SG
43950,2017-03-29,TH
43951,2017-01-01,MY
43959,2017-03-09,MY
43969,2017-02-19,SG
43974,2017-05-03,VN
43984,2017-01-15,TH
43989,2017-01-20,MY
43998,2017-03-06,TW
44005,2017-01-27,TW
44010,2017-04-24,TW
44012,2017-04-24,SG
44014,2017-03-28,TW
44024,2017-05-18,VN
44034,2017-02-11,VN
44035,2017-01-05,ID
44040,2017-04-15,ID
44043,2017-04-23,ID
44050,2017-02-23,SG
44053,2017-03-19,ID
44063,2017-05-28,TH
44070,2017-02-21,TW
44073,2017-05-24,TW
44076,2017-03-29,MY
44079,2017-05-30,SG
44087,2017-03-05,PH
44092,2017-03-16,ID
44098,2017-04-30,VN
44107,2017-01-28,PH
44110,2017-03-25,VN
44114,2017-03-16,ID
44121,2017-04-23,SG
44129,2017-05-24,MY
44133,2017-01-09,TH
44140,2017-04-21,TH
44142,2017-01-19,PH
44147,2017-01-15,VN
44151,2017-03-08,VN
44152,2017-03-27,ID
44159,2017-01-13,MY
44163,2017-05-14,MY
44171,2017-05-23,VN
44179,2017-01-28,VN
44187,2017-03-06,MY
44194,2017-01-05,VN
44201,2017-03-26,TH
44210,2017-01-29,TW
44212,2017-01-11,PH
44213,2017-02-19,PH
44223,2017-03-07,TH
44225,2017-05-16,TW
44234,2017-02-06,TH
44240,2017-05-30,PH
44242,2017-03-03,TW
44247,2017-03-14,TH
44248,2017-05-01,VN
44254,2017-04-11,TH
44259,2017-05-08,TH
44261,2017-02-12,SG
44263,2017-02-07,ID
44267,2017-01-25,ID
44275,2017-02-03,ID
44283,2017-01-05,ID
44291,2017-03-03,TW
44301,2017-05-07,PH
44308,2017-03-08,VN
44313,2017-01-21,PH
44315,2017-03-25,TH
44316,2017-03-30,ID
44320,2017-05-07,ID
44325,2017-01-25,ID
44335,2017-02-15,PH
44345,2017-01-27,MY
44347,2017-04-23,SG
44357,2017-05-03,ID
44359,2017-04-06,ID
44361,2017-02-08,PH
44365,2017-05-27,SG
44372,2017-03-30,TW
44378,2017-03-08,MY
44387,2017-03-26,SG
44390,2017-05-26,ID
44391,2017-04-29,PH
44394,2017-02-14,SG
44397,2017-04-10,SG
44402,2017-01-16,VN
44407,2017-05-19,TW
44410,2017-01-27,VN
44420,2017-04-10,PH
44426,2017-02-26,ID
44428,2017-02-03,SG
44434,2017-01-31,PH
44443,2017-04-10,ID
44447,2017-03-21,SG
44451,2017-03-08,TW
44456,2017-01-07,ID
44463,2017-04-10,TW
44470,2017-04-30,SG
44472,2017-02-19,SG
44474,2017-05-23,MY
44481,2017-01-03,ID
44489,2017-05-16,MY
44496,2017-04-19,VN
44498,2017-03-17,VN
44507,2017-05-19,ID
44515,2017-05-24,TH
44520,2017-03-04,ID
44530,2017-03-29,SG
44538,2017-04-13,PH
44546,2017-01-19,VN
44553,2017-01-25,VN
44557,2017-03-29,SG
44562,2017-04-02,TW
44572,2017-03-10,ID
44573,2017-04-12,MY
44578,2017-03-03,ID
44586,2017-01-10,TH
44596,2017-03-01,SG
44598,2017-05-31,SG
44608,2017-04-06,MY
44612,2017-01-09,PH
44619,2017-05-01,TW
44623,2017-02-12,TH
44625,2017-02-11,TW
44628,2017-03-26,ID
44637,2017-03-30,MY
44640,2017-04-04,TW
44641,2017-01-19,SG
44649,2017-04-10,VN
44652,2017-03-27,VN
44656,2017-05-07,PH
44666,2017-03-05,SG
44675,2017-01-29,TH
44676,2017-01-17,MY
44680,2017-03-12,TH
44688,2017-01-28,ID
44690,2017-03-23,TH
44697,2017-01-26,TW
44701,2017-04-23,MY
44711,2017-04-17,ID
44720,2017-04-09,SG
44723,2017-05-12,VN
44733,2017-02-26,TW
44743,2017-03-11,TW
44746,2017-03-14,SG
44752,2017-05-06,TW
44754,2017-03-31,TW
44756,2017-03-12,TW
44764,2017-04-06,ID
44770,2017-01-20,TW
44773,2017-03-02,TH
44777,2017-02-21,TW
44784,2017-02-25,ID
44788,2017-01-28,MY
44797,2017-04-07,MY
44799,2017-04-26,TW
44806,2017-03-06,SG
44808,2017-02-18,ID
44816,2017-03-26,PH
44822,2017-01-24,PH
44825,2017-02-01,SG
44826,2017-03-05,MY
44834,2017-03-30,VN
44837,2017-04-17,VN
44847,2017-03-30,TH
44852,2017-04-05,TW
44858,2017-02-08,TW
44864,2017-01-25,ID
44873,2017-03-04,PH
44879,2017-03-13,SG
44889,2017-01-07,SG
44890,2017-01-17,TH
44896,2017-05-04,TH
44904,2017-03-22,ID
44907,2017-03-05,TW
44912,2017-05-18,SG
44916,2017-02-17,ID
44918,2017-05-24,TH
44927,2017-05-21,MY
44930,2017-02-09,TW
44938,2017-02-03,PH
44943,2017-02-23,MY
44947,2017-01-26,MY
44951,2017-05-18,MY
44957,2017-03-04,MY
44962,2017-04-16,TH
44972,2017-04-28,TH
44978,2017-04-03,TW
44984,2017-01-05,MY
44989,2017-03-11,VN
44993,2017-03-19,TW
44998,2017-05-15,PH
45002,2017-04-23,VN
45007,2017-03-04,TW
45015,2017-01-22,PH
45021,2017-05-11,PH
45027,2017-02-27,TH
45028,2017-03-14,VN
45033,2017-02-20,PH
45043,2017-01-04,SG
45048,2017-02-06,MY
45053,2017-04-04,TW
45059,2017-04-10,VN
45063,2017-04-28,TW
45069,2017-05-01,SG
45075,2017-02-26,PH
45077,2017-04-05,SG
45080,2017-02-03,TW
45086,2017-05-26,TH
45087,2017-01-14,ID
45091,2017-05-21,MY
45092,2017-01-17,PH
45101,2017-05-29,PH
45109,2017-05-30,SG
45111,2017-05-23,ID
45118,2017-05-26,TW
45122,2017-02-08,SG
45126,2017-04-17,TW
45136,2017-05-10,MY
45141,2017-04-07,PH
45144,2017-01-18,VN
45147,2017-01-31,ID
45150,2017-05-09,TW
45156,2017-03-04,TH
45160,2017-05-15,ID
45167,2017-01-03,SG
45170,2017-01-01,MY
45174,2017-04-08,PH
45179,2017-03-11,ID
45189,2017-02-06,TW
45199,2017-03-08,TH
45206,2017-04-06,ID
45214,2017-02-17,SG
45219,2017-05-18,PH
45227,2017-02-08,MY
45234,2017-03-01,MY
45235,2017-05-25,MY
45240,2017-02-23,MY
45242,2017-05-29,MY
45252,2017-01-04,MY
45254,2017-04-04,MY
45260,2017-03-20,VN
45266,2017-02-25,TH
45276,2017-01-26,MY
45285,2017-03-08,SG
45294,2017-03-19,ID
45302,2017-01-12,PH
45308,2017-05-28,PH
45318,2017-04-20,TW
45328,2017-02-21,SG
45336,2017-03-28,MY
45345,2017-05-15,ID
45347,2017-01-26,MY
45353,2017-04-29,MY
45359,2017-01-18,MY
45362,2017-05-03,TH
45371,2017-05-18,PH
45376,2017-03-31,VN
45379,2017-03-17,TW
45380,2017-02-01,ID
45385,2017-01-28,MY
45393,2017-01-10,SG
45397,2017-05-20,PH
45399,2017-04-11,TW
45403,2017-01-13,TW
45404,2017-03-30,MY
45410,2017-02-13,SG
45415,2017-04-14,SG
45425,2017-04-09,SG
45430,2017-04-10,MY
45440,2017-05-25,PH
45441,2017-06-01,TH
45451,2017-01-30,TW
45456,2017-02-22,TW
45460,2017-03-14,TH
45469,2017-05-24,ID
45476,2017-03-07,PH
45483,2017-05-29,PH
45489,2017-02-13,TH
45495,2017-01-11,ID
45503,2017-01-03,TH
45506,2017-03-21,TW
45513,2017-03-29,PH
45515,2017-01-15,VN
45522,2017-05-09,SG
45532,2017-02-10,TW
45542,2017-03-03,ID
45547,2017-04-18,ID
45554,2017-02-11,TW
45559,2017-04-15,TW
45568,2017-01-10,VN
45572,2017-01-07,VN
45579,2017-02-14,ID
45582,2017-02-04,MY
45585,2017-05-27,ID
45590,2017-04-24,PH
45595,2017-05-15,SG
45603,2017-05-30,TW
45611,2017-02-18,SG
45613,2017-04-28,PH
45615,2017-03-15,TW
45624,2017-05-19,ID
45633,2017-01-27,VN
45640,2017-04-21,PH
45643,2017-03-18,TW
45653,2017-02-15,TH
45662,2017-04-23,MY
45671,2017-04-27,TW
45675,2017-03-03,MY
45684,2017-04-26,ID
45692,2017-03-28,MY
45693,2017-04-12,TH
45695,2017-02-25,TW
45696,2017-03-02,MY
45705,2017-03-14,ID
45715,2017-02-03,TW
45724,2017-01-03,ID
45730,2017-04-16,TW
45737,2017-03-10,MY
45742,2017-01-24,PH
45748,2017-04-17,TH
45749,2017-04-10,SG
45751,2017-03-18,MY
45755,2017-03-22,MY
45758,2017-01-30,SG
45761,2017-02-13,VN
45764,2017-03-21,MY
45766,2017-03-22,VN
45776,2017-04-14,TW
45783,2017-03-29,TW
45787,2017-05-31,VN
45790,2017-02-16,MY
45798,2017-02-27,PH
45804,2017-04-17,ID
45806,2017-01-09,TW
45810,2017-02-18,MY
45817,2017-01-09,VN
45823,2017-01-29,MY
45827,2017-05-16,ID
45833,2017-03-31,TW
45834,2017-05-18,PH
45839,2017-05-30,ID
45846,2017-01-30,PH
45847,2017-04-24,TW
45851,2017-01-03,ID
45852,2017-01-03,TH
45857,2017-04-15,PH
45866,2017-02-05,TH
45868,2017-05-30,VN
45871,2017-01-16,TH
45873,2017-01-19,ID
45880,2017-01-17,MY
45890,2017-02-01,VN
45891,2017-03-05,MY
45899,2017-05-26,VN
45904,2017-05-13,PH
45907,2017-05-22,VN
45917,2017-04-05,ID
45925,2017-05-04,TW
45934,2017-01-01,MY
45938,2017-01-27,TW
45941,2017-04-01,PH
45947,2017-03-03,VN
45949,2017-01-21,TW
45953,2017-01-30,VN
45962,2017-01-24,MY
45968,2017-03-13,MY
45978,2017-02-16,MY
45988,2017-04-03,MY
45992,2017-04-25,TH
45998,2017-04-02,TH
46002,2017-04-02,TW
46008,2017-03-08,ID
46011,2017-03-19,MY
46016,2017-04-01,PH
46017,2017-03-23,PH
46021,2017-05-12,MY
46024,2017-02-11,MY
46032,2017-05-02,PH
46040,2017-05-04,SG
46046,2017-04-30,SG
46052,2017-05-17,ID
46061,2017-04-04,TW
46067,2017-03-22,PH
46076,2017-04-06,ID
46081,2017-02-18,SG
46082,2017-04-24,MY
46088,2017-05-02,TH
46094,2017-04-06,ID
46096,2017-01-14,PH
46103,2017-05-05,MY
46113,2017-01-31,TW
46114,2017-04-27,VN
46124,2017-04-17,MY
46132,2017-05-11,TH
46137,2017-03-22,TW
46144,2017-03-24,SG
46152,2017-05-30,MY
46158,2017-05-25,VN
46167,2017-01-29,TH
46173,2017-03-21,MY
46183,2017-03-08,PH
46192,2017-03-09,ID
46199,2017-03-16,VN
46202,2017-02-08,PH
46206,2017-01-28,ID
46216,2017-04-18,VN
46219,2017-03-15,PH
46221,2017-02-01,TW
46224,2017-03-15,PH
46234,2017-05-24,SG
46237,2017-01-10,SG
46246,2017-05-03,ID
46254,2017-05-23,PH
46264,2017-05-04,TH
46273,2017-03-12,SG
46280,2017-01-18,TH
46289,2017-04-29,TW
46295,2017-02-18,TH
46302,2017-01-18,TH
46307,2017-04-13,TH
46309,2017-01-31,SG
46317,2017-02-24,PH
46324,2017-01-14,PH
46326,2017-02-14,MY
46335,2017-02-18,PH
46338,2017-05-25,TW
46342,2017-02-27,PH
46343,2017-01-04,TW
46352,2017-04-14,SG
46362,2017-02-06,MY
46363,2017-01-30,ID
46366,2017-04-25,ID
46375,2017-02-09,MY
46377,2017-02-15,VN
46382,2017-04-25,MY
46383,2017-03-04,SG
46392,2017-01-26,ID
46396,2017-04-11,MY
46399,2017-05-30,TH
46401,2017-05-16,VN
46404,2017-04-16,MY
46412,2017-03-27,MY
46422,2017-05-17,SG
46432,2017-02-22,ID
46438,2017-03-23,SG
46442,2017-02-24,SG
46443,2017-05-05,TH
46447,2017-05-13,PH
46454,2017-03-16,SG
46456,2017-03-03,SG
46465,2017-04-06,MY
46471,2017-05-26,SG
46481,2017-02-25,MY
46482,2017-05-16,ID
46488,2017-02-21,PH
46496,2017-05-24,ID
46505,2017-04-13,MY
46507,2017-02-03,VN
46512,2017-03-25,ID
46514,2017-02-01,MY
46522,2017-02-10,MY
46524,2017-01-15,TH
46529,2017-02-04,TW
46535,2017-03-19,VN
46545,2017-01-13,TW
46551,2017-02-20,TH
46555,2017-01-24,TW
46563,2017-03-01,MY
46567,2017-04-22,TW
46570,2017-04-24,TH
46575,2017-02-09,SG
46584,2017-05-25,VN
46589,2017-04-23,MY
46599,2017-02-21,VN
46604,2017-02-03,VN
46612,2017-03-28,TH
46621,2017-01-12,SG
46626,2017-03-22,SG
46634,2017-05-21,ID
46638,2017-01-10,MY
46648,2017-01-06,PH
46652,2017-04-16,PH
46659,2017-02-06,TW
46660,2017-05-18,ID
46662,2017-03-31,TW
46670,2017-03-24,SG
46678,2017-01-20,SG
46687,2017-03-14,SG
46695,2017-01-30,MY
46704,2017-05-15,ID
46705,2017-04-16,TW
46707,2017-03-01,MY
46711,2017-05-23,SG
46719,2017-05-06,TW
46728,2017-01-05,VN
46733,2017-04-12,TH
46735,2017-01-26,PH
46741,2017-05-19,TH
46750,2017-02-09,PH
46755,2017-04-28,PH
46757,2017-03-04,ID
46761,2017-03-24,MY
46765,2017-02-14,TH
46766,2017-02-06,ID
46771,2017-02-13,VN
46779,2017-01-15,VN
46787,2017-05-10,PH
46794,2017-05-27,PH
46796,2017-04-18,PH
46801,2017-02-03,PH
46802,2017-03-23,ID
46808,2017-04-20,ID
46811,2017-05-31,SG
46821,2017-05-16,TW
46829,2017-01-31,TH
46832,2017-02-24,TW
46834,2017-05-06,MY
46844,2017-01-08,SG
46853,2017-05-29,VN
46861,2017-01-23,VN
46862,2017-03-25,TH
46869,2017-03-30,TW
46876,2017-03-07,TH
46883,2017-02-26,PH
46891,2017-03-30,MY
46898,2017-04-03,TH
46899,2017-02-26,SG
46903,2017-03-19,VN
46908,2017-03-04,VN
46909,2017-02-20,PH
46919,2017-01-22,SG
46924,2017-05-11,TH
46930,2017-04-28,ID
46939,2017-05-29,PH
46943,2017-01-28,PH
46947,2017-01-30,MY
46951,2017-01-30,PH
46953,2017-05-23,SG
46960,2017-03-04,PH
46970,2017-02-03,MY
46971,2017-02-04,MY
46974,2017-04-19,MY
46977,2017-01-14,SG
46982,2017-02-05,TW
46985,2017-05-03,PH
46995,2017-03-23,VN
46999,2017-03-22,SG
47004,2017-01-10,ID
47011,2017-05-23,SG
47014,2017-02-02,VN
47016,2017-05-09,MY
47018,2017-04-28,VN
47027,2017-05-09,TH
47034,2017-02-02,SG
47042,2017-05-14,MY
47047,2017-03-07,PH
47054,2017-05-13,ID
47058,2017-04-04,SG
47067,2017-01-10,VN
47071,2017-05-13,ID
47079,2017-05-11,VN
47081,2017-03-11,PH
47084,2017-01-22,TH
47093,2017-03-26,TW
47100,2017-02-17,VN
47110,2017-05-22,TW
47120,2017-05-14,TW
47123,2017-04-25,ID
47133,2017-01-09,SG
47138,2017-03-03,MY
47141,2017-01-26,VN
47146,2017-05-23,TH
47149,2017-05-01,MY
47150,2017-03-17,SG
47160,2017-02-13,PH
47166,2017-03-04,PH
47171,2017-05-06,PH
47173,2017-03-28,TH
47181,2017-02-18,TW
47189,2017-02-26,TH
47193,2017-04-22,PH
47196,2017-01-16,SG
47203,2017-03-24,TH
47206,2017-04-22,PH
47211,2017-04-04,PH
47219,2017-05-28,MY
47225,2017-05-09,TW
47228,2017-05-13,PH
47236,2017-01-12,MY
47241,2017-05-09,PH
47248,2017-03-01,PH
47256,2017-02-16,ID
47257,2017-05-18,SG
47267,2017-02-17,VN
47273,2017-03-17,TH
47274,2017-01-31,TH
47279,2017-05-27,SG
47283,2017-02-20,PH
47286,2017-02-16,TH
47295,2017-02-18,MY
47302,2017-05-13,TW
47308,2017-03-08,MY
47309,2017-04-22,VN
47317,2017-04-19,VN
47324,2017-05-15,PH
47329,2017-03-30,TW
47332,2017-03-15,SG
47339,2017-04-20,TH
47348,2017-05-25,ID
47351,2017-01-11,TH
47353,2017-01-15,TH
47355,2017-05-24,MY
47365,2017-02-28,PH
47373,2017-01-01,VN
47375,2017-05-10,VN
47379,2017-03-14,VN
47381,2017-03-23,SG
47385,2017-02-23,TW
47391,2017-06-01,TW
47399,2017-05-23,SG
47406,2017-03-24,TH
47410,2017-04-25,SG
47419,2017-03-07,ID
47427,2017-04-10,TH
47436,2017-01-11,MY
47445,2017-02-23,MY
47450,2017-01-16,ID
47451,2017-03-18,MY
47460,2017-02-01,VN
47466,2017-03-24,PH
47470,2017-05-30,TH
47473,2017-04-22,ID
47482,2017-01-04,SG
47486,2017-05-25,MY
47496,2017-03-29,ID
47504,2017-01-02,MY
47506,2017-04-20,PH
47516,2017-04-04,VN
47518,2017-01-23,MY
47526,2017-05-22,SG
47532,2017-03-26,ID
47539,2017-04-04,MY
47548,2017-04-04,TW
47549,2017-01-24,MY
47551,2017-03-08,TW
47553,2017-01-16,MY
47560,2017-01-09,PH
