orderid,userid,itemid,gmv,order_time
1133992,40776,8247260,25,2017-02-25
1133994,51160,7650971,65,2017-04-25
1133997,53942,6829570,92,2017-04-06
1134005,19790,2167165,65,2017-03-06
1134012,23985,8561942,33,2017-04-28
1134022,47219,7149256,22,2017-03-25
1134030,54461,7855243,70,2017-05-13
1134035,38249,8293384,55,2017-01-04
1134036,21228,2656085,85,2017-03-27
1134038,40029,8666513,20,2017-05-09
1134043,14213,7751783,43,2017-05-05
1134046,27605,2415578,85,2017-02-07
1134048,45823,6023880,89,2017-02-14
1134052,44308,3881277,51,2017-02-11
1134061,30174,1306449,10,2017-05-23
1134063,13932,3531772,94,2017-03-06
1134068,69224,6262409,28,2017-01-06
1134069,59807,9264679,25,2017-04-23
1134076,62606,4611431,68,2017-01-17
1134083,24266,5047945,34,2017-05-27
1134085,10415,8830914,61,2017-01-18
1134093,32061,6172696,38,2017-01-12
1134099,11834,7285756,63,2017-02-21
1134104,16345,1755568,84,2017-02-12
1134112,55991,4457872,4,2017-02-09
1134121,56114,3003769,30,2017-05-23
1134127,59287,2130364,22,2017-01-28
1134135,34872,5583891,72,2017-03-07
1134141,21024,8263913,53,2017-05-24
1134151,64643,2141684,99,2017-01-22
1134156,68736,5944482,24,2017-02-16
1134159,36884,7339693,23,2017-05-16
1134164,10518,4574468,39,2017-01-22
1134167,48804,7737161,32,2017-05-26
1134175,23846,3951114,20,2017-04-24
1134179,33439,4128633,56,2017-01-03
1134181,27580,5138383,22,2017-01-28
1134187,34800,3802248,36,2017-04-09
1134194,13443,5667994,93,2017-02-02
1134202,41805,7482782,18,2017-03-28
1134203,66442,4435326,46,2017-05-10
1134210,61231,5470252,14,2017-05-29
1134216,17307,4100599,98,2017-04-27
1134219,61341,4805193,10,2017-03-05
1134229,13446,9054245,57,2017-01-17
1134237,42287,7053257,55,2017-03-29
1134245,65274,8980588,98,2017-04-23
1134254,35641,3590014,74,2017-05-26
1134260,34977,6288392,86,2017-02-05
1134266,62804,7926032,58,2017-05-20
1134270,10913,3168317,56,2017-02-28
1134275,51993,2589397,58,2017-01-06
1134279,24260,5045098,57,2017-05-29
1134286,38754,4294600,97,2017-05-17
1134296,41669,8532446,55,2017-04-17
1134304,42007,3547481,91,2017-04-18
1134308,38884,7614072,87,2017-04-01
1134313,25005,5588301,25,2017-03-17
1134322,38040,4185744,13,2017-04-12
1134325,41230,5311776,55,2017-04-25
1134327,58049,1501492,83,2017-04-18
1134330,19259,5017434,60,2017-04-05
1134331,55486,9246569,93,2017-04-08
1134338,38173,7836308,42,2017-01-15
1134342,49765,6009882,53,2017-04-01
1134347,23726,5246194,58,2017-06-01
1134350,14213,7060617,36,2017-01-26
1134351,31706,1681083,89,2017-04-23
1134361,48018,8548662,14,2017-04-30
1134362,66230,3008347,41,2017-05-12
1134365,61597,2085651,27,2017-03-23
1134372,29136,8968868,100,2017-01-29
1134382,41022,5156103,46,2017-05-06
1134385,41166,1427845,31,2017-01-22
1134390,42312,4787510,90,2017-05-18
1134394,69407,2052827,98,2017-01-10
1134402,34405,3742998,90,2017-03-31
1134406,10775,6152820,23,2017-05-17
1134416,36757,8177367,63,2017-03-24
1134417,48198,2465044,94,2017-06-01
1134422,25463,1921358,95,2017-02-21
1134432,62112,3621888,66,2017-02-20
1134441,60503,1393534,90,2017-01-14
1134445,66939,1552023,24,2017-03-05
1134450,67180,1587895,47,2017-01-14
1134460,13677,7265607,37,2017-01-21
1134463,24918,2518547,65,2017-02-23
1134465,39817,5062197,4,2017-03-07
1134472,42486,4916448,27,2017-01-20
1134481,56703,3668394,63,2017-01-09
1134490,35939,7051078,47,2017-01-30
1134497,64037,8868088,95,2017-02-11
1134500,23066,3085448,48,2017-04-14
1134502,48010,7428994,1,2017-01-24
1134512,51299,6131686,67,2017-05-12
1134513,19811,8506824,45,2017-05-28
1134519,48884,3034396,56,2017-04-23
1134522,49908,6986995,16,2017-02-23
1134529,24338,3353520,1,2017-03-31
1134537,51642,7762097,69,2017-04-10
1134538,43468,1366736,69,2017-05-18
1134547,38293,7583644,76,2017-02-08
1134556,67742,1879579,47,2017-01-29
1134557,21044,4921225,60,2017-02-19
1134559,66048,8102735,44,2017-05-16
1134566,21762,1760259,58,2017-03-19
1134575,61059,7858766,48,2017-01-01
1134579,63880,4692641,45,2017-05-29
1134584,39331,2933873,62,2017-02-23
1134586,50955,5729312,33,2017-04-19
1134588,53309,5147870,5,2017-05-24
1134593,49136,3986183,37,2017-04-16
1134594,54087,3050568,65,2017-04-02
1134599,69405,3457922,95,2017-04-03
1134602,44989,6670198,60,2017-04-25
1134607,51069,5613591,67,2017-04-24
1134616,61181,3097823,82,2017-02-21
1134619,46662,4247229,95,2017-02-10
1134621,18944,8069073,37,2017-02-22
1134629,12765,1970224,65,2017-04-10
1134631,12323,2623996,46,2017-03-25
1134641,38824,2150484,31,2017-04-02
1134647,65300,3752024,98,2017-05-04
1134650,57135,7779501,78,2017-03-20
1134653,57573,4964844,21,2017-05-12
1134661,38378,7761575,61,2017-01-03
1134664,13168,8614004,49,2017-02-08
1134667,33788,7573743,11,2017-01-17
1134675,11029,6591772,56,2017-01-18
1134681,15143,5744152,12,2017-02-12
1134684,25684,6326478,74,2017-01-19
1134693,19417,8528345,93,2017-02-03
1134702,25106,5802159,65,2017-03-01
1134709,20695,7684036,32,2017-03-20
1134713,52386,8833552,27,2017-06-01
1134719,16376,9051936,81,2017-05-26
1134720,51986,3139045,92,2017-01-25
1134725,12365,5976308,12,2017-03-26
1134729,48790,6480176,97,2017-01-08
1134735,13872,5613238,86,2017-03-22
1134745,15150,3053396,9,2017-03-14
1134749,49070,1641431,22,2017-05-24
1134757,64405,7150346,84,2017-05-03
1134767,37582,7509109,95,2017-01-27
1134769,30183,3364442,30,2017-01-10
1134778,66368,4754830,42,2017-03-07
1134782,67402,3271889,20,2017-03-24
1134792,65620,6088118,81,2017-03-31
1134796,60199,1735000,73,2017-04-07
1134798,59472,3468316,97,2017-03-18
1134801,40357,6494480,55,2017-05-09
1134804,69931,8070997,31,2017-04-29
1134811,39673,3620319,19,2017-02-26
1134813,23302,1328447,22,2017-03-31
1134817,61475,7436653,2,2017-04-21
1134825,58761,5155034,37,2017-05-16
1134832,32443,1349496,14,2017-01-31
1134841,38853,7227858,66,2017-04-22
1134848,34462,2857156,93,2017-03-29
1134849,32984,1481669,42,2017-03-09
1134857,59594,4285336,57,2017-03-02
1134859,30871,8564957,4,2017-03-11
1134867,56527,8957485,65,2017-01-25
1134876,51167,7432458,47,2017-05-15
1134879,67519,9048366,76,2017-05-05
1134884,17275,3087069,82,2017-02-17
1134892,36385,1393802,63,2017-01-21
1134894,58708,8886981,20,2017-04-28
1134898,38443,1885596,90,2017-03-07
1134901,26331,6605584,99,2017-02-06
1134905,54171,7268745,24,2017-04-29
1134914,41921,7492848,87,2017-03-11
1134917,25783,1618908,95,2017-03-09
1134920,59680,5562599,87,2017-01-14
1134922,59217,7660901,69,2017-05-10
1134925,39119,5794355,80,2017-02-16
1134931,66684,5111695,8,2017-01-22
1134940,28813,4282588,3,2017-04-28
1134943,35475,7641008,67,2017-03-28
1134946,56483,1455368,81,2017-05-03
1134948,27226,7408157,76,2017-01-01
1134953,15282,5985780,1,2017-03-16
1134954,19045,5007916,67,2017-01-30
1134964,29070,8536223,62,2017-02-08
1134968,29137,1401550,74,2017-05-15
1134972,53942,5123863,1,2017-03-17
1134982,21977,6109848,5,2017-02-14
1134991,28770,6040842,96,2017-05-12
1134993,28951,4164379,53,2017-03-12
1134999,54691,3568023,50,2017-02-04
1135005,23419,7204585,63,2017-06-01
1135010,56160,4947794,4,2017-03-26
1135013,37769,8086005,73,2017-04-24
1135022,27858,6696831,64,2017-03-12
1135023,27069,3331896,73,2017-02-21
1135024,61043,4698356,90,2017-01-15
1135028,68781,7541042,59,2017-04-08
1135034,63481,3739968,1,2017-04-30
1135043,13131,7819540,2,2017-01-01
1135044,29906,3593512,35,2017-03-10
1135050,53392,4095472,97,2017-03-26
1135057,57462,3292279,11,2017-02-13
1135061,47189,4834676,98,2017-03-22
1135070,50200,4276669,6,2017-02-08
1135080,21857,8181331,70,2017-03-01
1135081,51811,7109767,46,2017-04-20
1135083,65163,4733427,23,2017-01-26
1135085,36925,3214438,50,2017-02-22
1135095,37110,7585898,69,2017-05-10
1135103,24104,7014030,97,2017-05-21
1135108,53598,8585597,37,2017-03-16
1135109,29248,3210084,91,2017-01-02
1135113,29313,4851069,77,2017-01-06
1135122,67005,2679352,1,2017-03-03
1135127,58293,6640829,19,2017-02-15
1135129,12727,4231588,8,2017-02-03
1135134,34398,8818174,92,2017-05-18
1135144,37729,3740912,62,2017-05-01
1135149,14890,1784859,19,2017-01-07
1135155,36687,7930306,19,2017-02-05
1135161,63901,6178042,45,2017-03-29
1135165,53621,5956880,75,2017-02-02
1135168,63095,4656857,97,2017-02-01
1135170,30640,4397148,25,2017-03-02
1135177,15804,5133553,91,2017-03-31
1135186,20264,7917946,79,2017-01-28
1135194,42709,1921961,1,2017-03-11
1135203,25595,4247407,59,2017-05-12
1135208,23239,8375155,56,2017-01-26
1135218,69976,6560094,79,2017-02-21
1135219,18902,5352437,16,2017-02-18
1135224,47445,6441032,24,2017-03-22
1135234,62624,6001245,27,2017-05-07
1135237,69201,1493789,34,2017-04-03
1135244,23334,8362772,24,2017-04-24
1135250,53269,6009809,53,2017-02-09
1135251,40253,6907523,57,2017-04-24
1135254,18639,6920358,83,2017-02-23
1135262,48315,3070781,96,2017-04-17
1135265,33079,5251204,97,2017-03-20
1135275,14888,2234556,99,2017-05-08
1135283,20773,4022478,38,2017-05-04
1135288,31342,8450470,60,2017-01-22
1135292,41404,4347355,80,2017-04-26
1135301,44142,9212945,54,2017-05-20
1135310,52427,4059576,64,2017-05-10
1135312,32068,4046807,29,2017-02-01
1135314,39038,9134801,17,2017-02-02
1135318,49103,3243969,11,2017-03-24
1135325,23099,8760185,73,2017-04-18
1135329,45962,1523463,54,2017-04-23
1135337,48286,7431252,48,2017-01-22
1135338,49924,2480956,81,2017-05-27
1135348,58079,2476824,93,2017-03-30
1135357,61344,5352003,53,2017-01-24
1135363,18136,2126728,47,2017-04-06
1135368,49743,4760144,5,2017-01-05
1135373,60928,5106468,50,2017-05-28
1135380,67954,4271889,42,2017-02-02
1135381,53829,3372186,32,2017-01-16
1135386,40935,8989673,6,2017-04-28
1135389,28434,5606779,49,2017-03-21
1135396,11172,6077733,8,2017-04-14
1135402,25349,3855577,91,2017-01-07
1135403,49070,3107530,39,2017-05-31
1135407,42424,9092596,12,2017-01-15
1135412,29136,5346198,92,2017-03-21
1135416,69405,5666350,25,2017-03-23
1135423,40817,5042644,91,2017-01-08
1135430,38424,4417946,72,2017-04-11
1135439,42021,5972263,95,2017-02-10
1135443,53180,5654495,29,2017-05-09
1135445,26197,7378105,87,2017-02-10
1135455,41708,9278283,60,2017-01-22
1135464,63974,5946114,81,2017-04-29
1135468,42890,4690855,57,2017-02-07
1135476,16210,7247986,71,2017-01-26
1135481,51655,8159627,96,2017-04-05
1135483,57353,7073277,17,2017-04-05
1135487,17599,9306065,59,2017-04-05
1135493,27251,3078036,92,2017-01-11
1135500,51845,3074625,88,2017-03-04
1135509,19685,6836714,24,2017-03-15
1135513,30234,6867065,46,2017-04-20
1135514,14705,9063886,64,2017-02-16
1135520,62539,8847022,52,2017-04-28
1135524,22125,1394637,15,2017-04-01
1135527,51033,5886249,69,2017-04-03
1135535,40058,4442293,26,2017-04-03
1135539,20011,6677961,72,2017-04-24
1135540,15505,8724083,18,2017-01-26
1135550,20234,3416153,8,2017-05-18
1135556,40248,4771531,25,2017-02-28
1135565,49740,6524989,16,2017-03-19
1135569,36022,4290515,13,2017-04-19
1135573,56827,7258297,100,2017-03-03
1135583,11329,3032849,20,2017-01-30
1135587,33532,2787444,16,2017-02-19
1135589,44481,1365484,6,2017-04-17
1135596,14779,6784129,4,2017-03-06
1135604,58303,1710037,62,2017-05-03
1135611,42823,4956431,6,2017-05-21
1135616,28646,7859483,64,2017-03-22
1135621,67187,6390401,30,2017-04-15
1135627,42474,4635003,4,2017-05-12
1135632,22454,4675869,75,2017-04-04
1135636,27492,4239250,7,2017-01-27
1135638,64977,5977297,97,2017-03-20
1135643,34177,1853370,81,2017-03-07
1135653,35907,7317553,90,2017-01-11
1135656,61738,9192988,83,2017-04-05
1135664,59915,1964791,27,2017-02-02
1135668,44498,3182984,16,2017-05-01
1135677,67560,3969628,56,2017-03-07
1135684,61738,7603781,3,2017-04-22
1135688,28057,3071921,89,2017-01-07
1135695,57398,2371263,28,2017-04-24
1135702,32987,8760554,76,2017-05-16
1135709,12414,4840471,43,2017-03-08
1135716,22035,3292575,78,2017-05-04
1135723,33441,7780931,20,2017-04-20
1135727,64841,8642750,78,2017-04-18
1135736,69525,5118142,33,2017-02-06
1135740,63966,9302309,31,2017-03-03
1135749,26232,3521607,55,2017-02-11
1135759,64867,3545413,33,2017-01-02
1135766,39042,4463094,1,2017-05-10
1135775,35753,5395775,72,2017-02-01
1135777,41270,6908649,92,2017-05-23
1135780,38318,4144482,34,2017-02-13
1135786,48007,5187560,53,2017-05-04
1135789,56249,3293281,20,2017-01-19
1135793,30527,4064592,83,2017-01-14
1135799,29427,2505691,11,2017-02-10
1135809,44489,7795948,5,2017-03-22
1135819,42699,5039268,21,2017-05-07
1135820,27835,2713108,14,2017-04-04
1135830,20930,4029289,71,2017-05-21
1135840,66023,1643974,15,2017-03-14
1135846,55262,1447722,46,2017-04-29
1135852,49939,6164313,23,2017-04-21
1135857,39218,2313735,13,2017-03-14
1135863,59816,5337956,5,2017-05-02
1135868,57134,5145020,46,2017-01-18
1135877,41704,3229826,52,2017-05-11
1135878,30945,3040523,82,2017-04-14
1135882,45167,6084142,96,2017-04-30
1135890,66778,5689276,31,2017-03-01
1135900,43929,8637537,7,2017-03-30
1135903,50224,3769770,12,2017-02-13
1135910,67046,4333484,64,2017-05-31
1135916,28057,2847874,60,2017-01-23
1135917,33387,5830790,48,2017-04-20
1135926,70140,2373096,93,2017-01-02
1135928,19354,7066166,8,2017-02-23
1135934,22731,1356821,97,2017-01-12
1135935,25763,3976345,46,2017-03-24
1135943,45615,2061706,28,2017-05-05
1135951,34193,8234156,55,2017-06-01
1135960,67245,4310257,40,2017-05-28
1135967,45077,6910160,21,2017-01-18
1135971,31331,3356149,2,2017-02-18
1135975,43883,8808624,31,2017-05-14
1135982,23614,8424000,34,2017-05-10
1135989,47898,3168933,2,2017-03-18
1135992,12248,3604272,31,2017-04-05
1135993,65803,8603174,11,2017-04-05
1136002,35939,3565725,10,2017-02-04
1136010,42037,7450231,91,2017-05-31
1136016,53673,6716147,94,2017-05-28
1136019,10880,8346396,20,2017-06-01
1136029,55495,5467146,71,2017-05-18
1136033,35442,7110463,56,2017-01-22
1136034,55590,2206620,63,2017-01-25
1136035,56667,2643708,82,2017-04-28
1136040,55436,8885951,36,2017-04-21
1136043,42474,4478226,77,2017-05-04
1136051,10914,5594619,15,2017-05-15
1136059,69797,5817853,66,2017-03-15
1136066,47436,6218025,96,2017-01-19
1136073,12167,5291460,85,2017-04-16
1136076,59946,7481030,33,2017-05-17
1136081,49514,8303398,32,2017-03-10
1136082,58752,2010460,84,2017-02-22
1136088,19285,6669932,66,2017-03-29
1136095,36326,3224077,78,2017-02-23
1136098,30248,4304836,7,2017-02-19
1136106,65933,4869405,28,2017-03-20
1136116,29375,8010602,59,2017-05-02
1136126,37779,1802435,56,2017-02-24
1136132,47979,4005618,96,2017-03-19
1136135,33738,3026600,33,2017-02-27
1136139,64146,3090939,56,2017-02-14
1136147,44834,4555265,93,2017-02-26
1136152,30951,8707676,73,2017-05-10
1136154,19403,6943584,57,2017-02-03
1136160,48114,2436023,98,2017-03-14
1136162,39544,4868265,79,2017-04-15
1136171,37691,2591317,94,2017-03-22
1136180,13302,6039103,18,2017-01-11
1136190,31687,7682318,66,2017-04-09
1136193,33626,5745490,71,2017-01-28
1136198,24717,2545941,43,2017-02-25
1136199,31894,3593356,49,2017-04-09
1136202,23891,3418698,26,2017-01-02
1136208,61542,2892560,19,2017-01-15
1136212,28308,7931024,69,2017-04-25
1136216,54518,3834507,89,2017-01-07
1136222,19307,7208206,64,2017-05-07
1136228,67746,1705991,5,2017-04-21
1136235,42434,8134581,52,2017-02-21
1136237,57928,6535789,28,2017-04-13
1136247,57791,8226600,67,2017-04-16
1136255,13706,3141318,6,2017-02-06
1136257,29732,6368993,7,2017-01-04
1136265,18952,4062085,2,2017-04-27
1136275,24972,4898317,30,2017-05-27
1136276,12609,5533928,58,2017-02-12
1136283,30094,9195871,25,2017-04-25
1136290,56905,7032694,98,2017-01-23
1136297,39266,8768986,21,2017-02-12
1136303,54284,5004271,99,2017-03-20
1136305,48716,1658976,78,2017-01-26
1136307,35037,5422872,1,2017-04-27
1136310,40132,4584574,48,2017-03-13
1136316,45379,1992907,99,2017-04-03
1136325,58904,1963960,22,2017-02-07
1136333,66390,4718989,35,2017-02-26
1136342,48908,4033859,91,2017-04-10
1136348,26576,1476463,30,2017-05-05
1136351,69119,3381891,19,2017-01-26
1136353,64501,9274342,52,2017-03-31
1136362,58553,5390214,61,2017-05-09
1136364,17349,6520877,39,2017-01-03
1136367,23655,8326794,25,2017-04-07
1136374,19184,5741028,8,2017-03-27
1136380,47399,7766881,32,2017-01-11
1136382,65327,3033877,97,2017-04-17
1136386,57566,4001683,14,2017-03-20
1136387,15913,8727278,49,2017-04-13
1136395,55347,8969980,74,2017-02-11
1136398,35681,8332624,13,2017-02-02
1136406,21533,8920601,77,2017-01-06
1136411,61809,8653519,89,2017-05-09
1136420,26452,5683209,29,2017-04-14
1136427,18467,8628058,94,2017-03-10
1136433,63718,1348061,2,2017-04-26
1136434,54457,4306944,93,2017-01-09
1136444,48485,8166261,85,2017-04-12
1136447,28096,7797015,68,2017-04-12
1136449,27757,3496360,19,2017-03-20
1136453,30287,9037674,43,2017-03-29
1136454,16984,7493645,13,2017-05-26
1136457,51386,3959639,34,2017-04-05
1136463,62398,8804207,93,2017-04-04
1136472,44087,4340184,52,2017-05-10
1136481,65814,9078726,47,2017-04-22
1136490,12429,8719457,29,2017-04-02
1136494,11907,6253018,64,2017-02-26
1136496,59873,4848586,70,2017-05-13
1136506,22836,6653557,100,2017-03-19
1136509,53930,6527927,73,2017-04-21
1136511,46662,4182653,44,2017-02-22
1136515,58459,1866747,59,2017-02-17
1136522,44316,6877248,58,2017-05-13
1136523,37139,7901991,52,2017-05-01
1136529,27602,6864422,2,2017-05-29
1136534,23231,5752530,53,2017-03-02
1136537,50024,4854148,13,2017-02-01
1136543,27544,3909481,50,2017-03-30
1136546,64970,3430333,100,2017-05-17
1136551,29114,6983374,23,2017-01-08
1136556,41199,6314335,30,2017-01-23
1136561,55497,7710517,16,2017-04-29
1136564,29122,5169196,43,2017-05-01
1136573,29927,8569082,88,2017-05-20
1136583,41238,6610200,40,2017-05-24
1136588,12414,6384120,59,2017-02-17
1136595,65602,5091615,51,2017-01-24
1136604,26527,3207310,93,2017-04-02
1136608,40348,6352027,9,2017-01-08
1136616,46943,6603984,54,2017-03-12
1136618,58069,7725423,95,2017-05-31
1136620,46755,2684246,79,2017-05-12
1136629,37065,5688808,53,2017-01-18
1136630,67914,6352255,2,2017-05-07
1136634,35955,1308900,6,2017-05-19
1136635,14377,1513613,93,2017-02-07
1136643,15236,7721625,91,2017-03-02
1136645,55996,6043436,51,2017-04-16
1136648,53038,6726958,17,2017-03-30
1136655,65937,5110115,5,2017-01-08
1136658,63022,5310741,72,2017-05-02
1136663,21086,8206160,50,2017-03-22
1136673,12157,8613142,97,2017-02-16
1136678,57406,7527174,35,2017-01-16
1136685,52017,5677818,70,2017-05-11
1136689,30947,5438985,50,2017-03-06
1136694,25966,2170964,14,2017-02-26
1136704,51281,5527029,20,2017-05-28
1136713,54682,2431616,19,2017-01-04
1136723,44079,6097592,53,2017-04-23
1136724,51945,5445468,29,2017-03-30
1136730,57756,3714910,53,2017-04-22
1136736,10958,8508568,44,2017-04-17
1136746,56422,3879182,24,2017-03-26
1136747,21611,2656756,50,2017-05-25
1136757,37750,5845180,25,2017-02-26
1136764,64174,3061535,70,2017-01-10
1136767,62345,1987563,14,2017-04-02
1136770,29700,5261107,96,2017-03-29
1136776,69567,8758199,86,2017-05-09
1136783,31942,7285732,45,2017-05-19
1136793,34109,3941184,88,2017-03-31
1136796,58574,7384669,58,2017-02-25
1136802,67289,7409692,67,2017-03-08
1136811,19033,6584591,12,2017-02-24
1136813,59347,2590055,31,2017-04-24
1136823,57541,8543324,67,2017-03-26
1136825,51534,9246875,1,2017-04-10
1136830,31829,6392180,14,2017-01-02
1136837,60573,5927229,82,2017-05-03
1136838,37931,2144627,15,2017-04-23
1136843,42939,1820122,50,2017-01-07
1136846,43459,4033122,23,2017-04-15
1136851,21762,8746707,75,2017-05-04
1136858,17452,8500460,55,2017-03-09
1136865,60859,3267224,97,2017-04-14
1136868,43682,3652771,83,2017-04-01
1136878,29466,6445793,76,2017-05-07
1136879,56500,8489775,17,2017-03-09
1136888,38969,3177286,81,2017-03-07
1136894,21314,2262610,78,2017-04-07
1136904,41455,7323656,92,2017-02-10
1136907,59230,5029850,64,2017-04-11
1136914,28951,1620485,41,2017-01-28
1136919,63414,2494702,17,2017-04-28
1136926,46766,9319658,19,2017-05-24
1136927,64643,2142200,56,2017-02-27
1136936,65993,5353480,49,2017-02-08
1136937,27158,5752724,52,2017-03-16
1136942,48641,5553947,76,2017-03-22
1136947,56535,3499977,39,2017-03-24
1136952,66436,3300901,76,2017-03-24
1136953,21732,7692885,75,2017-02-11
1136958,16767,2099713,10,2017-02-21
1136965,50072,8985737,27,2017-04-07
1136972,53535,9040448,41,2017-02-21
1136974,36909,4880114,46,2017-01-08
1136977,59314,2327289,58,2017-05-04
1136979,31602,7694057,14,2017-04-26
1136982,40860,8785497,35,2017-04-08
1136986,31788,6676927,72,2017-04-23
1136994,18938,6762015,46,2017-01-21
1137004,69961,2827695,60,2017-04-05
1137014,55899,1533223,37,2017-03-16
1137020,67918,2924167,44,2017-01-02
1137028,24788,2325191,81,2017-01-14
1137037,65633,3695811,56,2017-02-16
1137042,12727,6573271,100,2017-05-04
1137046,17664,8697222,58,2017-01-01
1137054,53951,2863335,73,2017-05-07
1137057,35946,4184936,37,2017-05-07
1137061,43919,6221602,67,2017-02-03
1137070,30691,4655475,96,2017-02-22
1137078,63678,4078610,97,2017-04-19
1137079,66270,5918142,71,2017-05-06
1137086,39037,3143552,66,2017-04-30
1137092,17706,4632061,83,2017-04-05
1137102,32805,3039184,40,2017-05-26
1137109,14068,4806250,56,2017-03-19
1137119,58631,2011946,18,2017-03-30
1137126,12218,6436117,12,2017-03-13
1137134,24134,7692230,67,2017-03-09
1137138,40780,2628441,95,2017-04-19
1137146,39452,1623371,18,2017-05-30
1137156,44275,9040265,94,2017-03-07
1137166,62229,3099218,9,2017-04-01
1137174,69407,5150551,25,2017-05-21
1137182,58745,5578592,19,2017-05-17
1137185,10815,3237116,6,2017-01-12
1137192,69858,8016228,24,2017-03-04
1137194,15661,7541213,62,2017-02-27
1137201,37721,1492004,99,2017-01-20
1137205,40150,6476034,24,2017-01-09
1137206,69049,8513463,59,2017-05-23
1137208,58480,4317948,61,2017-04-07
1137213,54250,5312914,68,2017-02-01
1137215,52820,3239731,77,2017-03-03
1137220,13976,6079543,72,2017-01-20
1137226,35898,5167053,16,2017-03-27
1137227,60526,4780200,22,2017-03-13
1137229,65576,7748213,42,2017-02-13
1137232,69783,3605415,3,2017-02-19
1137236,24102,8459897,51,2017-02-15
1137244,35530,3097083,25,2017-05-16
1137252,31942,3880635,91,2017-03-21
1137257,23623,2441617,41,2017-01-29
1137266,22877,2557655,57,2017-05-28
1137268,14219,6365374,63,2017-05-26
1137273,43762,4311862,56,2017-05-04
1137276,56848,6653020,42,2017-01-16
1137284,26590,6678488,34,2017-02-25
1137288,59191,5717238,55,2017-03-14
1137290,10572,7287291,22,2017-05-25
1137294,47766,7887693,3,2017-02-02
1137303,57411,2451077,69,2017-02-27
1137305,31798,7496685,43,2017-05-17
1137306,53033,3949545,88,2017-04-24
1137307,45590,7093381,34,2017-05-21
1137315,36408,2923811,20,2017-05-04
1137323,65072,5381871,36,2017-05-12
1137328,37760,3509561,43,2017-01-22
1137330,48874,3583146,28,2017-05-20
1137338,51572,8485225,4,2017-04-24
1137342,19109,2246940,59,2017-03-13
1137348,26129,4510103,31,2017-01-05
1137357,43441,6535065,56,2017-02-02
1137363,64680,3371271,15,2017-03-09
1137370,61170,3926250,92,2017-05-08
1137377,46343,7403374,62,2017-01-05
1137387,33254,8814804,72,2017-01-28
1137394,49662,4015423,70,2017-05-17
1137396,34917,8492189,86,2017-04-01
1137403,43803,4125119,56,2017-05-15
1137413,60770,6522369,36,2017-05-13
1137422,47225,6051797,99,2017-02-09
1137424,57483,2968260,13,2017-05-22
1137425,69268,1576225,73,2017-02-11
1137430,58626,1861901,6,2017-01-03
1137438,42213,8511374,47,2017-04-06
1137439,25298,2416354,52,2017-02-25
1137449,22221,7468348,14,2017-04-10
1137455,31324,6043215,86,2017-01-30
1137465,62987,7205557,40,2017-03-05
1137467,15986,9319247,8,2017-03-15
1137469,70016,3309873,97,2017-04-06
1137474,26212,6651144,49,2017-04-20
1137480,42537,2655856,63,2017-04-10
1137484,28984,6195940,71,2017-05-20
1137487,25903,4947172,66,2017-02-14
1137491,25227,2318062,43,2017-05-13
1137494,44159,7127744,33,2017-01-05
1137499,35274,2042739,56,2017-01-05
1137509,64340,4337407,73,2017-02-02
1137513,61332,4174608,5,2017-03-06
1137522,65158,5244484,20,2017-05-06
1137530,35868,5133949,26,2017-03-09
1137537,35719,3515504,95,2017-05-23
1137542,42163,4442767,73,2017-03-03
1137545,31416,5616142,71,2017-03-23
1137554,39183,4869606,24,2017-03-09
1137563,14923,5425390,85,2017-03-06
1137564,69961,3979424,59,2017-01-13
1137566,50825,3960053,70,2017-01-13
1137570,39183,6100870,49,2017-05-02
1137573,48446,6032530,38,2017-01-06
1137574,58487,7400584,39,2017-01-22
1137582,49544,7240877,94,2017-01-29
1137583,25876,7272327,70,2017-06-01
1137591,23639,3050545,46,2017-03-30
1137600,60618,2966275,31,2017-03-15
1137607,39301,6434169,99,2017-02-20
1137614,44315,4561522,98,2017-05-09
1137624,30945,4296954,42,2017-04-05
1137628,16509,1426740,30,2017-04-29
1137635,58682,5673960,81,2017-04-08
1137638,54760,4277084,33,2017-01-21
1137642,57483,2374882,12,2017-04-30
1137649,43520,7035766,43,2017-03-14
1137659,15661,7971598,61,2017-03-21
1137669,34432,7797234,90,2017-04-17
1137679,60496,3294728,22,2017-04-03
1137680,36642,5905246,33,2017-02-22
1137681,65719,8330329,24,2017-01-09
1137690,50447,5715581,65,2017-01-14
1137692,46678,1884318,56,2017-04-17
1137693,30410,2111701,61,2017-05-27
1137695,33046,5353362,71,2017-01-10
1137701,32895,9307495,23,2017-01-25
1137705,57934,7129927,61,2017-05-13
1137709,31549,4965393,48,2017-05-02
1137710,14110,8889148,30,2017-04-30
1137717,69511,2266972,50,2017-02-18
1137724,45542,5607212,58,2017-02-02
1137729,11846,2311489,67,2017-03-25
1137731,64823,2689201,49,2017-03-29
1137740,44240,5417093,41,2017-06-01
1137747,45160,6414390,21,2017-04-30
1137750,22554,3179134,73,2017-05-10
1137757,48065,8667572,27,2017-03-28
1137759,18181,6140053,77,2017-03-14
1137763,46678,2386550,1,2017-04-16
1137766,26178,4370945,72,2017-05-14
1137776,41485,4520480,1,2017-06-01
1137779,46555,8910034,48,2017-03-14
1137781,30178,2457849,94,2017-02-26
1137782,30783,2905013,57,2017-05-02
1137785,37199,8913253,41,2017-01-15
